,Quality Momentum Univ Part I 4bn MktCap / 100k Liq,,,,,,,,,
,28/01/2026,,,,,,,,,
,,,,,,,,,,
,#,Ticker,Name,Last,MktCap,SectorCode,SubSectorCode,IndCode,EarnYield,FCFYield
,504,BXMT:USA,"Blackstone Mortgage Trust, Inc.",19.34,"3,301.73",FINANCIAL,REALESTATE,REIT,3.22,6.47
,505,BY:USA,"Byline Bancorp, Inc.",31.88,"1,462.02",FINANCIAL,BANKS,BANKSUSA,8.8,8.82
,506,BYND:USA,"Beyond Meat, Inc.",0.85,65.25,NONCYCLICAL,FOODPRODUCTION,FOODDRINKMFR,-372.72,-219.24
,507,BYRN:USA,"Byrna Technologies, Inc.",15.26,346.33,INDUSTRIAL,INDMFR,AERODEF,4.39,-3.01
,508,BZAI:USA,"Blaize Holdings, Inc.",2.02,215.64,TECH,ELECTRONIC,SEMIMFR,-114.87,-29.92
,509,BZFD:USA,"BuzzFeed, Inc.",0.93,32.86,TECH,SOFTWTECH,INTERNET,1.99,-74.82
,510,BZH:USA,"Beazer Homes USA, Inc.",23.3,693.46,CYCLICALS,RETAILMISC,HOMEBUILDMANUF,6.59,0.51
,511,CAAS:USA,"China Automotive Systems, Inc.",4.58,138.18,CYCLICALS,VEHICLESS,VEHICLE,24.23,N/A
,512,CABA:USA,"Cabaletta Bio, Inc.",3.02,290.72,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-83.65,-38.94
,513,CABO:USA,"Cable One, Inc.",75.3,424.32,TELECOM,TELECOMSS,TELECOMWIRE,-108.15,76.03
,514,CAC:USA,Camden National Corp. (Maine),47.38,801.78,FINANCIAL,BANKS,BANKSUSA,7.41,9.8
,515,CADL:USA,"Candel Therapeutics, Inc.",6.1,334.86,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-9.17,-10.08
,516,CAEP:USA,"Cantor Equity Partners III, Inc.",10.23,359.04,FINANCIAL,INVESTSVCESS,INVESTSVCE,N/A,N/A
,517,CAKE:USA,"Cheesecake Factory, Inc.",57.08,"2,843.70",CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,5.77,5.71
,518,CAL:USA,"Caleres, Inc.",12.68,429.87,CYCLICALS,CONSUMERRETAIL,APPARELRETAIL,4.88,2.66
,519,CALC:USA,"CalciMedica, Inc.",5.12,73,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-31.36,-27.62
,520,CALM:USA,"Cal-Maine Foods, Inc.",83.49,"3,978.63",NONCYCLICAL,FOODPRODUCTION,AGRICULTURE,28.35,29.18
,521,CALX:USA,"Calix, Inc.",55.98,"3,708.67",TECH,HW,COMMEQUIP,-0.22,2.19
,522,CALY:USA,Callaway Golf Co.,15,"2,758.50",CYCLICALS,CONSUMERGOODS,LEISURE,-54.62,1.21
,523,CAMP:USA,CAMP4 Therapeutics Corp.,3.83,179.55,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-64.08,-49.45
,524,CANG:USA,"Cango, Inc.",1.37,485.71,FINANCIAL,FINSVCE,FINSPECIAL,-209.99,N/A
,525,CAPR:USA,"Capricor Therapeutics, Inc.",23.52,"1,075.26",HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-7.65,-6.36
,526,CAPS:USA,Capstone Holding Corp.,0.69,4.37,INDUSTRIAL,INDSVCE,INDLDIST,"-1,175.62",-29.95
,527,CAR:USA,"Avis Budget Group, Inc.",117.52,"4,113.20",CYCLICALS,RETAILMISC,AUTORETAIL,-50.84,-236.46
,528,CARE:USA,"Carter Bankshares, Inc.",20.14,451.27,FINANCIAL,BANKS,BANKSUSA,6.73,6.83
,529,CARG:USA,"Cargurus, Inc.",33.93,"3,261.53",TECH,SOFTWTECH,INTERNET,4.35,7.44
,530,CARL:USA,"Carlsmed, Inc.",13.46,357.82,HEALTHCARE,HCAREEQUIP,MEDDEVICESGEN,-7.43,N/A
,531,CARS:USA,"Cars.com, Inc.",11.66,703.8,TECH,SOFTWTECH,INTERNET,3.94,16.17
,532,CASH:USA,"Pathward Financial, Inc.",86.3,"1,965.27",FINANCIAL,BANKS,BANKSUSA,9.13,12
,533,CASS:USA,"Cass Information Systems, Inc.",44.48,583.59,FINANCIAL,FINSVCE,FINSPECIAL,5.23,7.52
,534,CATO:USA,The Cato Corp.,3.34,65.96,CYCLICALS,CONSUMERRETAIL,APPARELRETAIL,-13.85,-11.92
,535,CATX:USA,"Perspective Therapeutics, Inc.",2.7,200.71,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-54.02,-53.27
,536,CATY:USA,Cathay General Bancorp,50.47,"3,446.42",FINANCIAL,BANKS,BANKSUSA,8.59,11.34
,537,CBAN:USA,"Colony Bankcorp, Inc.",18.51,323.21,FINANCIAL,BANKS,BANKSUSA,8.6,15.6
,538,CBAT:USA,"CBAK Energy Technology, Inc.",0.83,73.65,INDUSTRIAL,INDMFR,ELECTREQUIP,-8.7,-11.07
,539,CBFV:USA,"CB Financial Services, Inc.",35.45,177.19,FINANCIAL,BANKS,BANKSUSA,1.14,8.05
,540,CBIO:USA,"Crescent Biopharma, Inc.",11.27,156.57,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-194.94,-26.4
,541,CBK:USA,"Commercial Bancgroup, Inc.",25.33,310.03,FINANCIAL,BANKS,BANKSUSA,N/A,N/A
,542,CBL:USA,"CBL & Associates Properties, Inc.",35.17,"1,082.68",FINANCIAL,REALESTATE,REIT,11.24,20.26
,543,CBLL:USA,"Ceribell, Inc.",21.89,810.99,HEALTHCARE,HCAREEQUIP,MEDDEVICESOTHER,-6.62,-5.2
,544,CBNA:USA,"Chain Bridge Bancorp, Inc.",33.71,221.2,FINANCIAL,BANKS,BANKSUSA,8.47,4.79
,545,CBNK:USA,"Capital Bancorp, Inc. (Maryland)",30,497.68,FINANCIAL,BANKS,BANKSUSA,9.83,14.49
,546,CBRL:USA,"Cracker Barrel Old Country Store, Inc.",30.21,674.49,CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,2.46,2.11
,547,CBT:USA,Cabot Corp.,71.56,"3,781.41",MATERIALS,CHEM,CHEMCOMMOD,8.4,10.23
,548,CBU:USA,"Community Financial System, Inc.",61.46,"3,236.58",FINANCIAL,BANKS,BANKSUSA,6.3,7.1
,549,CBUS:USA,"Cibus, Inc.",1.8,94.62,MATERIALS,CHEM,CHEMSPECIAL,-178.83,-54.28
,550,CBZ:USA,"CBIZ, Inc.",39.72,"2,149.01",BIZSVCE,BIZSVCESS,PROSVCE,3.82,3.46
,551,CC:USA,The Chemours Co.,15.63,"2,342.50",MATERIALS,CHEM,CHEMSPECIAL,-14.19,-0.51
,552,CCAP:USA,"Crescent Capital BDC, Inc.",14.54,538.56,FINANCIAL,INVESTSVCESS,INVESTSVCE,6.68,9.25
,553,CCB:USA,Coastal Financial Corp. (Washington),104.58,"1,580.41",FINANCIAL,BANKS,BANKSUSA,3.02,50.39
,554,CCBG:USA,"Capital City Bank Group, Inc.",42.36,723.03,FINANCIAL,BANKS,BANKSUSA,8.43,7.5
,555,CCCC:USA,"C4 Therapeutics, Inc.",2.14,158.73,HEALTHCARE,HCARESVCE,HCAREMISC,-78.08,-61.22
,556,CCCX:USA,Churchill Capital Corp. X,16.93,881.21,FINANCIAL,INVESTSVCESS,INVESTSVCE,N/A,N/A
,557,CCEC:USA,Capital Clean Energy Carriers Corp.,21.5,"1,262.59",INDUSTRIAL,INDSVCE,TRAINTRUCK,18.62,6.97
,558,CCHH:USA,CCH Holdings Ltd. (Malaysia),0.49,9.55,CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,N/A,N/A
,559,CCII:USA,Cohen Circle Acquisition Corp. II,10.3,357.34,FINANCIAL,INVESTSVCESS,INVESTSVCE,0.62,N/A
,560,CCIX:USA,Churchill Capital Corp. IX,10.68,391.56,FINANCIAL,INVESTSVCESS,INVESTSVCE,2.34,-0.86
,561,CCLD:USA,"CareCloud, Inc.",2.9,122.95,HEALTHCARE,HCARESVCE,HCARESUPPORT,1.4,14.4
,562,CCNE:USA,CNB Financial Corp. (Pennsylvania),27.06,797.66,FINANCIAL,BANKS,BANKSUSA,7.33,4.38
,563,CCO:USA,"Clear Channel Outdoor Holdings, Inc.",2.03,"1,009.00",BIZSVCE,BIZSVCESS,MKTINGPRINTING,-8.92,-2.59
,564,CCOI:USA,"Cogent Communications Holdings, Inc.",23.87,"1,172.52",TELECOM,TELECOMSS,TELECOMGEN,-17.13,-16.43
,565,CCRN:USA,"Cross Country Healthcare, Inc.",9.22,299.87,HEALTHCARE,HCARESVCE,HCARESUPPORT,-5.24,15.23
,566,CCS:USA,"Century Communities, Inc.",63.45,"1,864.40",CYCLICALS,RETAILMISC,HOMEBUILDMANUF,10.79,9.78
,567,CCSI:USA,"Consensus Cloud Solutions, Inc.",21.68,411.62,TECH,SOFTWTECH,SOFTW,19.42,23.96
,568,CCTG:USA,CCSC Technology International Holdings Ltd.,0.9,1.04,TECH,ELECTRONIC,ELECTRONICEQUIP,-20.24,-6.69
,569,CCXIU:USA,Churchill Capital Corp. XI,10.33,501,FINANCIAL,INVESTSVCESS,INVESTSVCE,N/A,N/A
,570,CD:USA,"Chaince Digital Holdings, Inc.",6.52,415.4,FINANCIAL,FINSVCE,FINSPECIAL,-0.89,-1.1
,571,CDIO:USA,"Cardio Diagnostics Holdings, Inc.",1.84,3.25,HEALTHCARE,HCAREEQUIP,HCAREDIAGNOSTICS,-212.22,-190.22
,572,CDLX:USA,"Cardlytics, Inc.",1.11,59.72,BIZSVCE,BIZSVCESS,MKTINGPRINTING,-188.86,-31.17
,573,CDNA:USA,"CareDx, Inc.",20.58,"1,057.96",HEALTHCARE,HCAREEQUIP,HCAREDIAGNOSTICS,5.79,3.29
,574,CDP:USA,COPT Defense Properties,30.34,"3,426.91",FINANCIAL,REALESTATE,REIT,4.35,7.53
,575,CDRE:USA,"Cadre Holdings, Inc.",41.88,"1,703.75",INDUSTRIAL,INDMFR,AERODEF,2.64,3.57
,576,CDRO:USA,Codere Online Luxembourg SA,8.14,371.52,CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,1.44,3.4
,577,CDT:USA,"CDT Equity, Inc.",1.1,1.41,HEALTHCARE,BIOPHARMA,BIOPHARMAOTHER,"-37,360.29","-2,536.26"
,578,CDXS:USA,"Codexis, Inc.",1.43,129.1,MATERIALS,CHEM,CHEMSPECIAL,-52.54,-47.78
,579,CDZI:USA,"Cadiz, Inc.",6.45,529.07,UTIL,UTILSS,WATER,-7.58,-5.4
,580,CECO:USA,CECO Environmental Corp.,71.02,"2,531.23",INDUSTRIAL,INDMFR,MACHINE,1.99,-0.66
,581,CELU:USA,"Celularity, Inc.",1.29,36.4,HEALTHCARE,HCAREEQUIP,MEDDEVICESGEN,-258.22,-23.87
,582,CELZ:USA,"Creative Medical Technology Holdings, Inc.",2.16,5.57,HEALTHCARE,HCAREEQUIP,MEDDEVICESOTHER,-134.57,-105.28
,583,CENN:USA,"Cenntro, Inc.",0.15,8.02,INDUSTRIAL,INDMFR,TRANSPORTEQUIP,-746,-251.34
,584,CENTA:USA,Central Garden & Pet Co.,29.16,"1,833.33",CYCLICALS,CONSUMERGOODS,LEISURE,8.76,16.18
,585,CENX:USA,Century Aluminum Co.,47.82,"4,463.61",MATERIALS,MINING,METAL,1.67,-0.79
,586,CEPF:USA,"Cantor Equity Partners IV, Inc.",10.45,597.22,FINANCIAL,INVESTSVCESS,INVESTSVCE,N/A,N/A
,587,CEPO:USA,"Cantor Equity Partners I, Inc.",10.45,266.47,FINANCIAL,INVESTSVCESS,INVESTSVCE,1.54,0
,588,CEPT:USA,"Cantor Equity Partners II, Inc.",12.03,367.88,FINANCIAL,INVESTSVCESS,INVESTSVCE,1.02,-0.06
,589,CEPV:USA,"Cantor Equity Partners V, Inc.",10.26,326.17,FINANCIAL,INVESTSVCESS,INVESTSVCE,N/A,N/A
,590,CERS:USA,Cerus Corp.,2.49,478.17,HEALTHCARE,HCAREEQUIP,MEDDEVICESOTHER,-3.4,0.04
,591,CERT:USA,"Certara, Inc.",9.68,"1,542.96",HEALTHCARE,HCARESVCE,HCARESUPPORT,0.7,5.89
,592,CETX:USA,"Cemtrex, Inc.",1.9,1.58,INDUSTRIAL,INDSVCE,FACIL,"-11,243.65",-175.56
,593,CETY:USA,"Clean Energy Technologies, Inc.",0.78,3.66,ENERGY,DOWNMIDSTREAMENERGY,DOWNSTREAMENERGY,-147.18,-198.97
,594,CEVA:USA,"CEVA, Inc.",22.47,539.66,TECH,ELECTRONIC,SEMIMFR,-2.11,-1.21
,595,CFBK:USA,"CF Bankshares, Inc.",28.91,186.29,FINANCIAL,BANKS,BANKSUSA,8.62,15.05
,596,CFFI:USA,C&F Financial Corp.,71.96,232.98,FINANCIAL,BANKS,BANKSUSA,11.24,23.93
,597,CFFN:USA,"Capitol Federal Financial, Inc.",6.94,917.5,FINANCIAL,BANKS,BANKSUSA,7.53,5.53
,598,CGAU:USA,"Centerra Gold, Inc.",19.52,"3,936.06",MATERIALS,MINING,ORE,8.56,3.18
,599,CGBD:USA,"Carlyle Secured Lending, Inc",12.46,908.37,FINANCIAL,INVESTSVCESS,INVESTSVCE,9.24,12.92
,600,CGC:USA,Canopy Growth Corp.,1.17,388.89,NONCYCLICAL,FOODPRODUCTION,CANNABIS,-166.62,-19.92
,601,CGCT:USA,Cartesian Growth Corp. III,10.27,354.32,FINANCIAL,INVESTSVCESS,INVESTSVCE,N/A,N/A
,602,CGEM:USA,"Cullinan Therapeutics, Inc.",12.34,729,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-29.83,-23.91
,603,CGEN:USA,Compugen Ltd.,2.02,188.94,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-14.81,N/A
,604,CGNT:USA,Cognyte Software Ltd.,9.29,678.52,BIZSVCE,BIZSVCESS,PROSVCE,-0.84,N/A
,605,CGON:USA,"CG Oncology, Inc.",55.1,"4,313.09",HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-3.6,-2.77
,606,CGTL:USA,Creative Global Technology Holdings Ltd.,3.26,83.86,TECH,HW,TECHDISTRIB,-1.92,-1.07
,607,CGTX:USA,"Cognition Therapeutics, Inc.",1.32,116.51,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-35.98,-28.7
,608,CHAI:USA,"Core AI Holdings, Inc.",2.13,6.6,TECH,HW,COMMEQUIP,"-2,766.83",-281.48
,609,CHCI:USA,"Comstock Holding Cos., Inc.",11.56,116.61,FINANCIAL,REALESTATE,REALESTATESVCE,11.99,5.79
,610,CHCO:USA,City Holding Co.,120.65,"1,748.83",FINANCIAL,BANKS,BANKSUSA,7.2,7.31
,611,CHCT:USA,"Community Healthcare Trust, Inc.",17.07,486,FINANCIAL,REALESTATE,REIT,-2.29,8.14
,612,CHEF:USA,"The Chefs' Warehouse, Inc.",64.28,"2,614.57",NONCYCLICAL,STAPLESRETAIL,FOODDRINKRETAIL,2.69,2.94
,613,CHGG:USA,"Chegg, Inc.",0.8,87.52,NONCYCLICAL,HOUSESVCESS,HOUSESVCE,-89.44,8.8
,614,CHMG:USA,Chemung Financial Corp.,59.11,283.42,FINANCIAL,BANKS,BANKSUSA,4.69,11.47
,615,CHMI:USA,Cherry Hill Mortgage Investment Corp.,2.7,99.2,FINANCIAL,REALESTATE,REIT,0.71,17.08
,616,CHOW:USA,ChowChow Cloud International Holdings Ltd.,0.66,21.35,TECH,SOFTWTECH,TECHCONSULTSVCE,10.26,4.03
,617,CHPT:USA,"ChargePoint Holdings, Inc.",6.49,153.51,CYCLICALS,RETAILMISC,RETAILOTHER,-161.22,-45.66
,618,CHR:USA,"Cheer Holding, Inc.",1.45,0.34,CONSUMERSVCE,MEDIAPUBSS,MEDIAPUB,"6,851.28","2,582.18"
,619,CHRS:USA,"Coherus Oncology, Inc.",2.51,291.75,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-63.18,-30.91
,620,CIA:USA,"Citizens, Inc. (Austin, Texas)",5.52,277.59,FINANCIAL,INSURANCESS,INSURANCE,3.87,6.77
,621,CIM:USA,Chimera Investment Corp.,12.98,"1,052.33",FINANCIAL,REALESTATE,REIT,-3.15,-5.5
,622,CING:USA,"Cingulate, Inc.",5.89,35.21,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-89.77,-56.05
,623,CINT:USA,"CI&T, Inc. (Brazil)",5.19,698.47,TECH,SOFTWTECH,TECHCONSULTSVCE,5.31,5.6
,624,CION:USA,CION Investment Corp.,9.34,485.43,FINANCIAL,INVESTSVCESS,INVESTSVCE,5.42,12.48
,625,CISO:USA,"CISO Global, Inc.",0.52,17.76,TECH,SOFTWTECH,TECHCONSULTSVCE,-190.12,-44.68
,626,CISS:USA,"C3is, Inc.",1.86,0.07,INDUSTRIAL,INDSVCE,TRAINTRUCK,"-7,303.54","1,803.61"
,627,CITR:USA,"General Enterprise Ventures, Inc.",7.29,127.96,MATERIALS,CHEM,CHEMSPECIAL,-46.42,-4.29
,628,CIVB:USA,"Civista Bancshares, Inc.",23,444.19,FINANCIAL,BANKS,BANKSUSA,11.63,10.65
,629,CIVI:USA,"Civitas Resources, Inc.",27.96,"2,384.79",ENERGY,UPSTREAMENERGY,FOSSILFUEL,24.61,37.54
,630,CLAR:USA,Clarus Corp.,3.57,137.1,CYCLICALS,CONSUMERGOODS,LEISURE,-59.13,-5.21
,631,CLB:USA,Core Laboratories Inc.,19.67,906.53,ENERGY,UPSTREAMENERGY,OILGASSUPPORT,3.51,3.71
,632,CLBK:USA,"Columbia Financial, Inc.",15.96,"1,671.70",FINANCIAL,BANKS,BANKSUSA,0.91,3.92
,633,CLBT:USA,Cellebrite DI Ltd.,16.59,"3,972.81",BIZSVCE,BIZSVCESS,PROSVCE,1.85,3.36
,634,CLDI:USA,"Calidi Biotherapeutics, Inc.",1,6.91,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-876.91,-443.61
,635,CLDT:USA,Chatham Lodging Trust,6.97,339.75,FINANCIAL,REALESTATE,REIT,0.16,11.13
,636,CLDX:USA,"Celldex Therapeutics, Inc.",26.23,"1,742.90",HEALTHCARE,HCARESVCE,HCAREOUTSOURCE,-12.89,-10.43
,637,CLFD:USA,"Clearfield, Inc.",31.44,435.12,TECH,ELECTRONIC,COMPONENTS,-1.84,5.68
,638,CLIK:USA,Click Holdings Ltd.,4.93,0.19,BIZSVCE,BIZSVCESS,PROSVCE,40.95,N/A
,639,CLIR:USA,ClearSign Technologies Corp.,0.67,35.24,INDUSTRIAL,INDMFR,MACHINE,-17.44,-10.66
,640,CLMB:USA,"Climb Global Solutions, Inc.",119.18,549.83,TECH,SOFTWTECH,SOFTWDISTRIB,3.9,7.57
,641,CLMT:USA,"Calumet, Inc.",22.13,"1,919.83",ENERGY,DOWNMIDSTREAMENERGY,DOWNSTREAMENERGY,-2.01,-3.93
,642,CLNE:USA,Clean Energy Fuels Corp.,2.29,502.18,ENERGY,DOWNMIDSTREAMENERGY,DOWNSTREAMENERGY,-41,12.69
,643,CLNN:USA,"Clene, Inc.",5.19,53.04,HEALTHCARE,HCARESVCE,HCAREMISC,-65.36,-34.93
,644,CLOV:USA,Clover Health Investments Corp.,2.36,"1,142.07",HEALTHCARE,HCARESVCE,HCARESUPPORT,-4.91,-7.14
,645,CLPR:USA,"Clipper Realty, Inc.",3.66,59.1,FINANCIAL,REALESTATE,REIT,-30.7,-25.73
,646,CLPT:USA,"Clearpoint Neuro, Inc.",14.39,409.08,HEALTHCARE,HCAREEQUIP,MEDDEVICESOTHER,-5.74,-3.38
,647,CLRB:USA,"Cellectar Biosciences, Inc.",3.54,11.3,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-300.14,-265.77
,648,CLSK:USA,"CleanSpark, Inc.",13.27,"3,773.03",FINANCIAL,FINSVCE,FINSPECIAL,8.31,-16.05
,649,CLVT:USA,Clarivate Plc,2.86,"1,891.60",BIZSVCE,BIZSVCESS,PROSVCE,-19.99,16.49
,650,CLW:USA,Clearwater Paper Corp.,17.34,278.1,MATERIALS,MFRPROD,WOODPAPER,-57.47,-48.12
,651,CLYM:USA,"Climb Bio, Inc.",5.12,349.1,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-14.66,-12.76
,652,CMBT:USA,CMB.TECH NV,12.18,"3,534.27",ENERGY,UPSTREAMENERGY,OILGASSUPPORT,6.81,-32.59
,653,CMCL:USA,Caledonia Mining Corp. Plc,30.98,597.75,MATERIALS,MINING,ORE,8.44,4.59
,654,CMCO:USA,Columbus McKinnon Corp.,20.75,596.11,INDUSTRIAL,INDMFR,MACHINE,0.66,4.9
,655,CMCT:USA,Creative Media & Community Trust Corp.,3.36,2.65,FINANCIAL,REALESTATE,REIT,"-3,205.61",-902.17
,656,CMDB:USA,Costamare Bulkers Holdings Ltd.,15.92,385.92,INDUSTRIAL,INDSVCE,TRAINTRUCK,N/A,N/A
,657,CMND:USA,"Clearmind Medicine, Inc.",2.68,0.42,HEALTHCARE,BIOPHARMA,BIOPHARMAOTHER,"-1,133.39","-1,234.24"
,658,CMP:USA,"Compass Minerals International, Inc.",25.62,"1,068.37",MATERIALS,MINING,MININGOTHER,-7.49,11.89
,659,CMPR:USA,Cimpress PLC,78.53,"1,937.13",BIZSVCE,BIZSVCESS,MKTINGPRINTING,1.78,8.12
,660,CMPX:USA,"Compass Therapeutics, Inc.",6.41,"1,138.24",HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-7.14,-4.17
,661,CMRC:USA,"Commerce.com, Inc.",3.18,258.39,TECH,SOFTWTECH,INTERNET,-5.26,10.98
,662,CMRE:USA,"Costamare, Inc.",16.33,"1,966.58",INDUSTRIAL,INDSVCE,TRAINTRUCK,15.34,N/A
,663,CMT:USA,"Core Molding Technologies, Inc.",18.77,160.7,INDUSTRIAL,INDMFR,TRANSPORTEQUIP,4.95,3.29
,664,CMTG:USA,"Claros Mortgage Trust, Inc.",2.93,410.84,FINANCIAL,REALESTATE,REIT,-90.48,-3.95
,665,CMTL:USA,Comtech Telecommunications Corp.,5.95,176.18,TECH,HW,COMMEQUIP,-38.91,8.48
,666,CNDT:USA,"Conduent, Inc.",1.61,249.11,BIZSVCE,BIZSVCESS,PROSVCE,-61.71,-49.06
,667,CNK:USA,"Cinemark Holdings, Inc.",23.12,"2,693.65",CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,4.45,9.73
,668,CNL:USA,Collective Mining Ltd.,18.86,"1,600.41",MATERIALS,MINING,ORE,-3.08,-2.3
,669,CNMD:USA,CONMED Corp.,39.58,"1,225.20",HEALTHCARE,HCAREEQUIP,MEDDEVICESGEN,5.2,12.12
,670,CNNE:USA,"Cannae Holdings, Inc.",14.75,760.78,CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,-51.11,-4.88
,671,CNO:USA,"CNO Financial Group, Inc.",41.02,"3,931.40",FINANCIAL,INSURANCESS,INSURANCE,6.97,16.6
,672,CNOB:USA,"ConnectOne Bancorp, Inc.",28.02,"1,408.65",FINANCIAL,BANKS,BANKSUSA,4.41,6
,673,CNS:USA,"Cohen & Steers, Inc. (New York)",65.09,"3,319.88",FINANCIAL,INVESTSVCESS,INVESTSVCE,4.89,6.64
,674,CNTB:USA,Connect Biopharma Holdings Ltd.,2.65,147.83,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,N/A,N/A
,675,CNTX:USA,"Context Therapeutics, Inc.",2.19,201.22,HEALTHCARE,BIOPHARMA,BIOPHARMANONSYS,-12.78,-10.74
,676,CNTY:USA,"Century Casinos, Inc.",1.57,46.56,CONSUMERSVCE,HOSPITALITYSS,HOSPITALITY,-278.37,-59.95
,677,CNVS:USA,Cineverse Corp.,2.22,42.46,TECH,SOFTWTECH,INTERNET,-3.88,-7.61
,678,CNXC:USA,Concentrix Corp.,41.61,"2,588.52",TECH,SOFTWTECH,TECHCONSULTSVCE,11.37,19.77
,679,CNXN:USA,"PC Connection, Inc.",57.44,"1,454.73",TECH,HW,TECHDISTRIB,5.64,3.8
,680,COCH:USA,"Envoy Medical, Inc.",0.67,15.93,HEALTHCARE,HCAREEQUIP,MEDDEVICESOTHER,-199.03,-111.99
,681,COCO:USA,"The Vita Coco Co., Inc.",54.98,"3,131.02",NONCYCLICAL,FOODPRODUCTION,FOODDRINKMFR,2.1,1.61
,682,CODA:USA,"Coda Octopus Group, Inc.",10.13,113.95,INDUSTRIAL,INDMFR,MACHINE,3,4.74
,683,CODI:USA,Compass Diversified Holdings,6.87,516.87,FINANCIAL,INVESTSVCESS,INVESTSVCE,-80.33,-35.54
,684,COEP:USA,"Coeptis Therapeutics Holdings, Inc.",13.3,68.6,HEALTHCARE,BIOPHARMA,BIOPHARMAOTHER,-29.69,-13.23
,685,COFS:USA,"ChoiceOne Financial Services, Inc.",29.18,438.22,FINANCIAL,BANKS,BANKSUSA,4.67,8.33
,686,COHN:USA,"Cohen & Co., Inc.",17.52,35.67,FINANCIAL,INVESTSVCESS,INVESTSVCE,13.57,170.02
,687,COHU:USA,"Cohu, Inc.",28.99,"1,353.89",TECH,ELECTRONIC,SEMIEQUIPSVCE,-5.41,-2.25
,688,COLD:USA,"Americold Realty Trust, Inc.",12.78,"3,640.43",FINANCIAL,REALESTATE,REIT,-1.71,10.73
,689,COLL:USA,"Collegium Pharmaceutical, Inc.",45.32,"1,432.15",HEALTHCARE,BIOPHARMA,BIOPHARMAOTHER,3.55,16.19
,690,COLM:USA,Columbia Sportswear Co.,54.16,"2,927.89",CYCLICALS,CONSUMERGOODS,APPARELPRODUCTS,6.14,5.74
,691,CON:USA,"Concentra Group Holdings Parent, Inc.",21.66,"2,776.17",HEALTHCARE,HCARESVCE,PATIENTCARE,5.5,6.32
,692,COOK:USA,"Traeger, Inc.",1.07,146.5,CYCLICALS,CONSUMERGOODS,APPLIANCESFURN,-73.32,2.5
,693,COOT:USA,Australian Oilseeds Holdings Ltd.,0.7,19.53,NONCYCLICAL,FOODPRODUCTION,FOODDRINKMFR,-5.33,-1.37
,694,COSM:USA,"Cosmos Health, Inc.",0.51,16.11,HEALTHCARE,HCARESVCE,HCARESUPPORT,-140.27,-67.52
,695,COSO:USA,"CoastalSouth Bancshares, Inc.",23.74,284.38,FINANCIAL,BANKS,BANKSUSA,8.93,N/A
,696,COTY:USA,"Coty, Inc.",3.16,"2,761.52",NONCYCLICAL,PRODHOUSESUBSECT,PERSONALCAREPRODUCT,-14.39,10.71
,697,COUR:USA,"Coursera, Inc.",6.18,"1,027.12",NONCYCLICAL,HOUSESVCESS,HOUSESVCE,-4.6,8.64
,698,COYA:USA,"Coya Therapeutics, Inc.",4.84,81.03,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-22.77,-15.63
,699,CPF:USA,Central Pacific Financial Corp.,31.69,852.57,FINANCIAL,BANKS,BANKSUSA,7.67,10.89
,700,CPIX:USA,"Cumberland Pharmaceuticals, Inc.",3.74,55.94,HEALTHCARE,BIOPHARMA,BIOPHARMASYS,-6.23,11.92
,701,CPK:USA,Chesapeake Utilities Corp.,127.65,"3,005.65",UTIL,UTILSS,ENERGYUTIL,4.43,-6.56
,702,CPRI:USA,Capri Holdings Ltd.,23.89,"2,844.64",CYCLICALS,CONSUMERGOODS,APPARELPRODUCTS,-41.2,0.15
,703,CPRX:USA,"Catalyst Pharmaceuticals, Inc.",24.07,"2,966.98",HEALTHCARE,BIOPHARMA,BIOPHARMASYS,7.12,7.67
,704,CPS:USA,"Cooper-Standard Holdings, Inc.",31.38,553.45,CYCLICALS,VEHICLESS,VEHICLE,5.79,6.21
,705,CPSH:USA,CPS Technologies Corp.,5.6,81.36,MATERIALS,MFRPROD,MATOTHER,-0.72,-1.81
